Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,198,289
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,382,594
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,565,895
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,755,1191
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,954,1480
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1141,1776
