Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,32,90
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,68,177
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,105,265
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,137,355
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,184,430
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,230,508
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,277,586
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,311,673
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,358,749
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,390,840
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,419,933
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,459,1014
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,502,1096
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,552,1170
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,599,1246
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,639,1327
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,681,1406
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,726,1486
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,761,1571
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,806,1646
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,843,1725
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,889,1804
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,938,1874
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,981,1949
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1012,2041
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,1063,2113
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1100,2196
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1128,2290
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1168,2371
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1209,2452
