Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,177,16
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,356,27
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,537,41
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,715,59
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,902,71
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1082,83
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,1261,101
