Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,119,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,243,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,362,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,485,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,609,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,733,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,855,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,975,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,1099,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,1222,0
