Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,483,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,972,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1455,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,1936,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,2427,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,2912,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,3401,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,3893,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,4384,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,4866,1
