Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,190,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,384,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,582,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,776,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,977,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1173,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1372,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1567,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1762,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1954,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,2152,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,2349,0
