Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,111,79
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,1,244,138
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,379,199
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,513,262
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,1,645,325
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,1,769,393
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,911,450
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1045,511
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,1,1172,578
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,1301,644
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,1436,699
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1567,766
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,1,1715,816
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,1831,891
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,1962,958
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,2084,1034
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,1,2212,1103
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,2339,1171
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,2475,1231
