Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,191,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,386,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,580,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,775,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,969,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1166,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1359,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1555,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1751,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1943,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,2142,0
