Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,124,72
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,263,129
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,394,195
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,525,258
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,657,323
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,797,379
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,1,918,454
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1045,525
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1176,588
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1317,644
